Date,Open,High,Low,Close,Volume,Adj Close
2014-12-31,40.459999,40.830002,40.060001,40.09,2392100,39.899802
2014-12-30,40.25,40.830002,39.75,40.43,2614100,40.238189
2014-12-29,40.099998,40.330002,39.369999,40.23,3698200,40.039137
2014-12-26,40.380001,40.549999,40.139999,40.18,1561300,39.989375
2014-12-24,41.27,41.360001,40.27,40.330002,1509200,40.138665
2014-12-23,41.18,41.759998,41.09,41.23,4159300,41.034392
2014-12-22,40.32,41.00,40.18,40.990002,4070100,40.795533
2014-12-19,39.669998,40.490002,39.470001,40.220001,6447400,40.029186
2014-12-18,39.889999,39.950001,38.25,39.720001,9242700,39.531558
2014-12-17,39.669998,39.900002,39.07,39.459999,5994400,39.272789
2014-12-16,40.98,41.150002,39.560001,39.59,6277500,39.402174
2014-12-15,40.98,41.52,40.59,41.220001,5985500,41.024442
2014-12-12,41.310001,41.860001,40.790001,40.799999,5557800,40.606432
2014-12-11,40.869999,42.290001,40.779999,41.73,5675300,41.53202
2014-12-10,41.220001,41.310001,40.389999,40.610001,6769100,40.417335
2014-12-09,41.049999,41.599998,40.889999,41.200001,5812000,41.004536
2014-12-08,41.450001,41.889999,41.009998,41.310001,4077500,41.114015
2014-12-05,41.07,42.310001,40.990002,41.650002,7741000,41.452402
2014-12-04,41.549999,41.740002,40.560001,40.700001,5138400,40.506908
2014-12-03,41.259998,41.560001,40.310001,41.50,6303700,41.303112
2014-12-02,40.849998,41.360001,40.330002,41.200001,7635700,41.004536
2014-12-01,42.139999,42.529999,41.080002,41.310001,4525600,41.114015
