Date,Open,High,Low,Close,Volume,Adj Close
2014-12-31,83.830002,83.949997,82.529999,82.550003,1523200,81.823147
2014-12-30,83.089996,83.720001,82.900002,83.309998,2069000,82.57645
2014-12-29,82.959999,83.959999,82.830002,83.300003,1601200,82.566543
2014-12-26,83.379997,83.779999,83.18,83.209999,957600,82.477332
2014-12-24,83.57,83.57,83.190002,83.230003,1040600,82.49716
2014-12-23,83.389999,83.769997,83.209999,83.279999,1685200,82.546715
2014-12-22,82.400002,82.93,82.080002,82.889999,2040800,82.16015
2014-12-19,82.459999,82.940002,81.720001,82.43,4057100,81.704201
2014-12-18,80.339996,82.169998,80.330002,82.160004,4340300,81.436582
2014-12-17,78.419998,79.620003,78.150002,79.610001,5072400,78.909032
2014-12-16,78.870003,79.940002,77.720001,78.230003,3887600,77.541185
2014-12-15,80.510002,80.510002,78.580002,79.610001,4607400,78.909032
2014-12-12,81.800003,82.230003,80.150002,80.169998,3028100,79.464098
2014-12-11,82.580002,83.110001,82.190002,82.379997,2138300,81.654638
2014-12-10,83.279999,83.599998,82.300003,82.389999,4792900,81.664552
2014-12-09,82.089996,83.519997,82.089996,83.269997,3188700,82.536801
2014-12-08,83.169998,83.260002,82.480003,83.199997,3581200,82.467418
2014-12-05,82.699997,83.260002,82.43,82.940002,2853200,82.209713
2014-12-04,81.00,82.190002,81.00,82.089996,2924000,81.367191
2014-12-03,82.050003,82.57,81.830002,82.18,2333500,81.456402
2014-12-02,82.139999,82.800003,81.970001,82.339996,1962200,81.61499
2014-12-01,82.540001,82.800003,82.169998,82.309998,2161000,81.585255
