Date,Open,High,Low,Close,Volume,Adj Close
2014-12-31,42.869999,43.110001,42.59,42.610001,892400,42.046739
2014-12-30,42.900002,43.150002,42.720001,42.790001,597500,42.22436
2014-12-29,42.50,43.080002,42.43,42.950001,631800,42.382245
2014-12-26,42.580002,42.849998,42.470001,42.560001,420100,41.997401
2014-12-24,42.32,42.650002,42.16,42.400002,384100,41.839516
2014-12-23,41.830002,42.279999,41.59,42.209999,966600,41.652025
2014-12-22,39.84,41.73,39.380001,41.57,1664400,41.020486
2014-12-19,42.529999,42.57,41.759998,42.060001,3608700,41.50401
2014-12-18,42.360001,42.490002,42.07,42.299999,1179300,41.740836
2014-12-17,41.240002,42.189999,41.049999,42.009998,856600,41.454668
2014-12-16,41.330002,42.119999,41.189999,41.310001,1153300,40.763925
2014-12-15,41.50,41.849998,41.060001,41.389999,979300,40.842865
2014-12-12,41.360001,41.82,41.200001,41.48,1276900,40.931675
2014-12-11,41.369999,41.970001,41.299999,41.599998,875700,41.050088
2014-12-10,41.880001,41.93,41.360001,41.459999,1222300,40.606038
2014-12-09,41.259998,41.939999,41.080002,41.919998,977500,41.056563
2014-12-08,41.610001,41.939999,41.509998,41.700001,1046500,40.841097
2014-12-05,41.900002,42.07,41.650002,41.759998,929300,40.899858
2014-12-04,41.98,42.060001,41.639999,41.91,1033800,41.04677
2014-12-03,41.93,42.389999,41.860001,42.00,921200,41.134917
2014-12-02,41.470001,41.959999,41.459999,41.93,1076100,41.066359
2014-12-01,41.889999,42.16,41.650002,41.689999,1417700,40.831301
