Date,Open,High,Low,Close,Volume,Adj Close
2014-12-31,72.610001,73.730003,72.059998,72.120003,962900,72.120003
2014-12-30,73.040001,73.860001,72.419998,72.82,1207600,72.82
2014-12-29,73.190002,75.199997,72.75,73.370003,1170400,73.370003
2014-12-26,72.730003,73.43,72.209999,73.160004,603400,73.160004
2014-12-24,71.470001,72.230003,71.089996,72.099998,662300,72.099998
2014-12-23,72.720001,72.940002,70.029999,71.760002,1792200,71.760002
2014-12-22,72.550003,72.989998,71.839996,72.25,1087600,72.25
2014-12-19,71.379997,73.720001,70.809998,73.00,4098900,73.00
2014-12-18,70.739998,72.00,70.129997,71.309998,1628200,71.309998
2014-12-17,67.910004,69.75,67.620003,69.589996,1823800,69.589996
2014-12-16,67.419998,69.739998,66.879997,67.730003,2231200,67.730003
2014-12-15,68.889999,69.410004,66.989998,67.269997,1866000,67.269997
2014-12-12,70.330002,71.260002,68.709999,68.769997,1428900,68.769997
2014-12-11,70.190002,72.220001,70.089996,71.220001,1228900,71.220001
2014-12-10,71.75,71.989998,69.720001,69.900002,1665200,69.900002
2014-12-09,71.620003,72.169998,70.370003,71.910004,1909900,71.910004
2014-12-08,71.419998,73.110001,67.029999,72.010002,1371700,72.010002
2014-12-05,70.730003,71.669998,70.220001,71.580002,1372400,71.580002
2014-12-04,70.910004,71.650002,70.199997,70.690002,1026400,70.690002
2014-12-03,70.75,71.82,70.18,71.220001,1062200,71.220001
2014-12-02,71.699997,72.150002,70.129997,70.550003,1283400,70.550003
2014-12-01,72.599998,72.769997,70.849998,71.339996,1516500,71.339996
