Date,Open,High,Low,Close,Volume,Adj Close
2014-12-31,69.559998,69.599998,68.139999,68.169998,477500,67.92485
2014-12-30,70.199997,70.349998,69.459999,69.489998,442900,69.240103
2014-12-29,69.400002,70.379997,69.150002,70.150002,468900,69.897733
2014-12-26,69.75,70.120003,69.489998,69.50,289100,69.250069
2014-12-24,69.779999,69.940002,69.440002,69.699997,182500,69.449347
2014-12-23,69.330002,70.230003,69.330002,69.839996,605700,69.588843
2014-12-22,68.629997,69.230003,68.629997,69.199997,449200,68.951145
2014-12-19,68.279999,68.779999,68.080002,68.610001,1112500,68.36327
2014-12-18,66.300003,67.830002,66.169998,67.830002,975600,67.586077
2014-12-17,65.120003,65.720001,64.540001,65.510002,1169700,65.27442
2014-12-16,65.449997,65.949997,64.959999,64.959999,776100,64.726395
2014-12-15,66.82,66.860001,65.290001,65.470001,1148100,65.234563
2014-12-12,66.93,67.290001,66.379997,66.459999,866800,66.221
2014-12-11,67.720001,68.220001,67.120003,67.290001,875200,67.048018
2014-12-10,68.080002,68.940002,67.599998,67.669998,820300,67.426648
2014-12-09,67.690002,68.330002,67.32,68.32,975100,68.074312
2014-12-08,69.360001,69.43,67.959999,68.040001,967100,67.79532
2014-12-05,69.68,69.949997,69.139999,69.440002,885200,69.190287
2014-12-04,69.489998,70.50,69.059998,69.809998,1975400,69.558952
2014-12-03,67.849998,69.779999,67.529999,69.489998,1917900,69.240103
2014-12-02,67.480003,67.970001,67.169998,67.800003,1280300,67.556186
2014-12-01,67.050003,67.860001,66.57,67.389999,1492800,67.147656
