Date,Open,High,Low,Close,Volume,Adj Close
2014-12-31,18.02,18.10,17.90,17.91,3135400,17.642233
2014-12-30,18.030001,18.07,17.98,18.01,1889600,17.740738
2014-12-29,18.059999,18.16,18.02,18.040001,1938200,17.77029
2014-12-26,18.10,18.219999,18.09,18.09,1439000,17.819542
2014-12-24,18.110001,18.17,18.01,18.07,1013100,17.799841
2014-12-23,18.15,18.23,18.07,18.120001,2372400,17.849094
2014-12-22,18.01,18.110001,17.959999,18.049999,2343900,17.780139
2014-12-19,17.83,18.059999,17.75,18.00,7355000,17.730888
2014-12-18,17.73,17.780001,17.469999,17.780001,4166700,17.514177
2014-12-17,16.98,17.530001,16.959999,17.469999,5493600,17.208811
2014-12-16,17.030001,17.26,16.950001,16.950001,6269900,16.696587
2014-12-15,17.129999,17.24,16.969999,17.08,6935300,16.824642
2014-12-12,17.40,17.60,17.02,17.02,6894800,16.76554
2014-12-11,17.92,18.35,17.709999,17.780001,7432300,17.391046
2014-12-10,18.34,18.35,17.809999,17.860001,6153500,17.469296
2014-12-09,18.110001,18.35,18.02,18.34,6196400,17.938795
2014-12-08,18.42,18.60,18.23,18.27,3893000,17.870326
2014-12-05,18.469999,18.610001,18.440001,18.50,3378300,18.095294
2014-12-04,18.49,18.530001,18.41,18.469999,3719600,18.06595
2014-12-03,18.32,18.49,18.27,18.48,5116100,18.075731
2014-12-02,18.219999,18.35,18.200001,18.280001,4923100,17.880108
2014-12-01,18.530001,18.530001,18.15,18.15,5255500,17.752951
