Date,Open,High,Low,Close,Volume,Adj Close
2014-12-31,75.209999,75.410004,74.309998,74.330002,7763500,73.390395
2014-12-30,74.75,75.370003,74.699997,75.019997,6131700,74.071668
2014-12-29,75.00,75.599998,74.830002,74.989998,5959800,74.042048
2014-12-26,75.089996,75.720001,75.00,75.620003,4986700,74.664089
2014-12-24,74.690002,75.150002,74.639999,74.660004,3791900,73.716226
2014-12-23,74.610001,75.120003,74.480003,74.599998,6405800,73.656979
2014-12-22,73.580002,74.660004,73.449997,74.559998,9074200,73.617484
2014-12-19,73.290001,73.730003,73.169998,73.43,16332000,72.501771
2014-12-18,73.279999,73.360001,72.610001,73.360001,8864600,72.432656
2014-12-17,70.419998,72.370003,70.139999,72.209999,11423400,71.297192
2014-12-16,70.209999,71.779999,70.080002,70.309998,11499400,69.421208
2014-12-15,70.849998,71.419998,69.589996,70.370003,11016100,69.480455
2014-12-12,71.629997,71.809998,70.580002,70.580002,8351600,69.687799
2014-12-11,71.730003,72.769997,71.57,71.989998,9487300,71.079971
2014-12-10,72.82,73.00,71.209999,71.50,9059300,70.596168
2014-12-09,71.959999,73.209999,71.860001,73.010002,7548400,72.087082
2014-12-08,73.220001,73.510002,72.209999,72.610001,7201700,71.692137
2014-12-05,73.010002,73.910004,73.010002,73.370003,6588600,72.442532
2014-12-04,74.239998,74.339996,72.93,73.339996,9374000,72.412905
2014-12-03,73.629997,74.839996,73.440002,74.370003,13143700,73.429891
2014-12-02,71.809998,73.489998,71.349998,73.32,17106300,72.393161
2014-12-01,72.459999,72.660004,71.290001,71.790001,9474300,70.882503
